react_id	kappmax_davidi_per_pp_per_s_ensemble_model	kappmax_davidi_per_pp_per_s_median_imputed	kappmax_KO_ALE_davidi_per_pp_per_s_ensemble_model	kappmax_KO_ALE_davidi_per_pp_per_s_median_imputed	kappmax_KO_ALE_per_pp_per_s_ensemble_model	kappmax_KO_ALE_per_pp_per_s_median_imputed	kcat_in_vitro_per_s_ensemble_model	kcat_in_vitro_per_s_median_imputed
DHMPTR	4.13158696	6.2	5.565518114	4.2	2.523332494	3.26802058	37.10809629	16.61666667
DHNAOT4	2.843931	6.2	0.356291179	0.356291179	0.356291179	0.356291179	8.815550688	16.61666667
DHNCOAS	2.859694851	6.2	0.052985723	0.052985723	0.052985723	0.052985723	0.062	0.062
DHNCOAT	2.796151047	6.2	0.683201039	0.683201039	0.683201039	0.683201039	5.630284237	16.61666667
DHNPA2r	1.7	1.7	2.917903672	2.917903672	2.917903672	2.917903672	3.028090585	16.61666667
DHNPA2r_b	4.491176082	6.2	5.774710669	4.2	5.202771674	3.26802058	19.76290333	16.61666667
DHNPTE	4.661131074	6.2	6.507492996	4.2	4.36132225	3.26802058	14.89341191	16.61666667
DHNPTE_b	4.661131074	6.2	6.507492996	4.2	4.36132225	3.26802058	14.89341191	16.61666667
DHORD2	20	20	38.53068055	38.53068055	38.53068055	38.53068055	22.86822941	16.61666667
DHORD5	0.02392853	6.2	0.004078573	4.2	0.002668366	3.26802058	0.216009575	16.61666667
DHORDfum	2.759459412	6.2	3.282749656	4.2	1.483866354	3.26802058	5.154153297	16.61666667
DHORTS	5.373387708	6.2	9.666119217	4.2	5.284566615	3.26802058	100	100
DHORTS_b	6.8	6.8	14.30024008	14.30024008	14.30024008	14.30024008	667.7768788	16.61666667
DHPPD	4.425259888	6.2	5.167794702	4.2	2.733627046	3.26802058	14.71562361	16.61666667
DHPPDA2	0.32	0.32	0.32	0.32	0.076305068	0.076305068	4.521283894	16.61666667
DHPS2	0.2	0.2	0.37122917	0.37122917	0.37122917	0.37122917	1.893100979	16.61666667
DHPTDNR	3.301495859	6.2	5.992502494	4.2	2.959104208	3.26802058	13.4	13.4
DHPTDNRN	3.729987234	6.2	4.836720995	4.2	2.301584362	3.26802058	8.325101663	16.61666667
DHPTPE	5.521428221	6.2	6.233437681	4.2	5.442813469	3.26802058	14.62957442	16.61666667
DHPTPE_b	5.521428221	6.2	6.233437681	4.2	5.442813469	3.26802058	14.62957442	16.61666667
DHQS	78	78	78	78	38.12480241	38.12480241	16	16
DHQTi	59	59	59	59	40.31471099	40.31471099	135	135
DKGLCNR1	3.982533924	6.2	7.504955706	4.2	2.508821928	3.26802058	13.33099674	16.61666667
DKGLCNR2x	5.620935232	6.2	4.987408071	4.2	2.178439822	3.26802058	7.909716563	16.61666667
DKGLCNR2y	3.871157393	6.2	7.949675177	4.2	2.44818229	3.26802058	10.89908076	16.61666667
DM_4crsol_c	2.800745049	6.2	3.416886781	4.2	1.524037608	3.26802058	8.656665053	16.61666667
DM_5drib_c	2.801642335	6.2	3.418439411	4.2	1.525217522	3.26802058	8.825399479	16.61666667
DM_aacald_c	5.760042456	6.2	12.8197036	4.2	7.098511645	3.26802058	17.35271477	16.61666667
DM_amob_c	2.759087997	6.2	3.283337147	4.2	1.484088853	3.26802058	5.025759286	16.61666667
DMATT	0.12	0.12	0.585096479	0.585096479	0.585096479	0.585096479	13.31867889	16.61666667
DM_mththf_c	2.785960799	6.2	3.394250591	4.2	1.50803141	3.26802058	6.80020669	16.61666667
DM_oxam_c	5.760042456	6.2	12.8197036	4.2	7.098511645	3.26802058	17.35271477	16.61666667
DMPPS	0.11	0.11	0.148088871	0.148088871	0.148088871	0.148088871	13.32172692	16.61666667
DMQMT	2.832611369	6.2	0.021906859	0.021906859	0.021906859	0.021906859	7.374055501	16.61666667
DMSOR1	32.22330283	6.2	10.04658449	4.2	2.247716159	3.26802058	18.93254383	16.61666667
DMSOR1pp	45.95489455	6.2	13.05041665	4.2	2.464277988	3.26802058	13.77665087	16.61666667
DMSOR2	28.16137769	6.2	11.64057234	4.2	2.269610269	3.26802058	17.9172529	16.61666667
DMSOR2pp	45.95489455	6.2	13.05041665	4.2	2.464277988	3.26802058	13.77665087	16.61666667
DNMPPA	2.863558612	6.2	3.472985462	4.2	2.750123596	3.26802058	12.59665161	16.61666667
DNTPPA	2.79973117	6.2	3.451221038	4.2	1.573331458	3.26802058	7.896431847	16.61666667
DOGULNR	5.54937612	6.2	5.838202004	4.2	3.051568054	3.26802058	8.724940411	16.61666667
DPCOAK	0.64	0.64	1.333896826	1.333896826	1.333896826	1.333896826	4.01	4.01
DPR	0.129247159	6.2	0.518672695	4.2	0.355316449	3.26802058	8	8
DRPA	0.772110621	6.2	2.431037991	4.2	2.530707566	3.26802058	68	68
DSBAO1	4.393892246	6.2	4.933034459	4.2	3.832588846	3.26802058	9.297017359	16.61666667
DSBAO2	4.393892246	6.2	4.933034459	4.2	3.832588846	3.26802058	9.297017359	16.61666667
DSBCGT	3.819198954	6.2	4.610274711	4.2	2.709364513	3.26802058	7.873078805	16.61666667
DSBDR	48.32723454	6.2	95.98205456	4.2	2.587281333	3.26802058	29.17963551	16.61666667
DSBGGT	6.355220775	6.2	6.556085295	4.2	3.246588928	3.26802058	9.161072489	16.61666667
DSERDHr	3.934086175	6.2	7.044139735	4.2	3.005429643	3.26802058	8.670384846	16.61666667
DSERDHr_b	3.842876921	6.2	10.6384719	4.2	4.674328101	3.26802058	29.50401704	16.61666667
DTARTD	10.83720346	6.2	7.170260791	4.2	2.841957325	3.26802058	22.25362348	16.61666667
DTMPK	18	18	18	18	7.944759862	7.944759862	26.58599321	16.61666667
DTMPK_b	5.572312475	6.2	8.673471969	4.2	3.421684661	3.26802058	31.97023824	16.61666667
DURADx	16.52831957	6.2	6.937502068	4.2	2.372947258	3.26802058	0.64	0.64
DURADx_b	20.85609839	6.2	22.72223989	4.2	2.477273548	3.26802058	0.64	0.64
DURIK1	11.68412066	6.2	21.79068897	4.2	6.997138306	3.26802058	4.838614635	16.61666667
DURIPP	4.524865569	6.2	4.888872498	4.2	3.25084617	3.26802058	2.01	2.01
DURIPP_b	6.562194475	6.2	3.948823704	4.2	3.012188024	3.26802058	2.01	2.01
DUTPDP	0.162999519	6.2	0.026381418	4.2	0.025658667	3.26802058	11	11
DXPRIi	3.3	3.3	3.3	3.3	3.079024336	3.079024336	8.532757028	16.61666667
DXPS	1.1	1.1	1.1	1.1	1.027864942	1.027864942	2.6	2.6
DXYLK	5.458220742	6.2	7.986901454	4.2	2.892534209	3.26802058	235	235
DXYLTD	8.919181366	6.2	10.03739186	4.2	3.444395853	3.26802058	18.80465952	16.61666667
DXYLTD_b	8.919181366	6.2	10.03739186	4.2	3.444395853	3.26802058	18.80465952	16.61666667
E4PD	0.05438552	6.2	0.117179958	4.2	0.040434731	3.26802058	169	169
E4PD_b	0.051786531	6.2	0.134397016	4.2	0.038993756	3.26802058	101.830267	16.61666667
E4PP	4.863532961	6.2	7.69522614	4.2	3.476599866	3.26802058	9.565158466	16.61666667
EAR100x	4.05735408	6.2	1.776085214	1.776085214	1.776085214	1.776085214	25.07932721	16.61666667
EAR100y	3.29766676	6.2	4.034557698	4.2	2.335077123	3.26802058	16.73177712	16.61666667
EAR120x	4.05735408	6.2	1.776085214	1.776085214	1.776085214	1.776085214	25.07932721	16.61666667
EAR120y	3.29766676	6.2	4.034557698	4.2	2.335077123	3.26802058	16.73177712	16.61666667
EAR121x	3.83997965	6.2	1.491904066	1.491904066	1.491904066	1.491904066	22.57203674	16.61666667
EAR121y	3.23560446	6.2	3.814840866	4.2	2.087454829	3.26802058	29.47993546	16.61666667
EAR140x	4.05735408	6.2	1.350815232	1.350815232	1.350815232	1.350815232	25.07932721	16.61666667
EAR140y	3.29766676	6.2	4.034557698	4.2	2.335077123	3.26802058	16.73177712	16.61666667
EAR141x	3.83997965	6.2	1.491904066	1.491904066	1.491904066	1.491904066	22.57203674	16.61666667
EAR141y	3.23560446	6.2	3.814840866	4.2	2.087454829	3.26802058	29.47993546	16.61666667
EAR160x	3.83997965	6.2	1.265761234	1.265761234	1.265761234	1.265761234	22.57203674	16.61666667
EAR160y	3.23560446	6.2	3.814840866	4.2	2.087454829	3.26802058	29.47993546	16.61666667
EAR161x	3.83997965	6.2	1.491904066	1.491904066	1.491904066	1.491904066	22.57203674	16.61666667
EAR161y	3.23560446	6.2	3.814840866	4.2	2.087454829	3.26802058	29.47993546	16.61666667
EAR180x	3.83997965	6.2	4.394909511	4.2	2.290886027	3.26802058	22.57203674	16.61666667
EAR180y	3.23560446	6.2	3.814840866	4.2	2.087454829	3.26802058	29.47993546	16.61666667
EAR181x	3.83997965	6.2	0.507402232	0.507402232	0.507402232	0.507402232	22.57203674	16.61666667
EAR181y	3.23560446	6.2	3.814840866	4.2	2.087454829	3.26802058	29.47993546	16.61666667
EAR40x	4.05735408	6.2	3.26802058	3.26802058	3.26802058	3.26802058	25.07932721	16.61666667
EAR40y	3.29766676	6.2	4.034557698	4.2	2.335077123	3.26802058	16.73177712	16.61666667
EAR60x	4.05735408	6.2	3.26802058	3.26802058	3.26802058	3.26802058	25.07932721	16.61666667
EAR60y	3.29766676	6.2	4.034557698	4.2	2.335077123	3.26802058	16.73177712	16.61666667
EAR80x	4.05735408	6.2	3.26802058	3.26802058	3.26802058	3.26802058	25.07932721	16.61666667
EAR80y	3.29766676	6.2	4.034557698	4.2	2.335077123	3.26802058	16.73177712	16.61666667
ECA4OALpp	6.371065643	6.2	17.64583253	4.2	3.819880871	3.26802058	16.50001312	16.61666667
ECAP1pp	11.10066015	6.2	9.663404352	4.2	2.797933809	3.26802058	13.63590575	16.61666667
ECAP2pp	9.205872453	6.2	6.348286728	4.2	2.546604909	3.26802058	13.95127591	16.61666667
ECAP3pp	9.205872453	6.2	6.348286728	4.2	2.546604909	3.26802058	13.95127591	16.61666667
ECAtpp	6.534887185	6.2	29.3601534	4.2	9.168891245	3.26802058	27.11662817	16.61666667
ECOAH1	26.22509328	6.2	26.90933383	4.2	5.43580761	3.26802058	8.78677556	16.61666667
ECOAH1_b	22.35559101	6.2	12.08583944	4.2	2.744643055	3.26802058	6.301477223	16.61666667
ECOAH2	31.31955454	6.2	32.17311869	4.2	5.843902011	3.26802058	10.34340528	16.61666667
ECOAH2_b	21.69506358	6.2	13.50903988	4.2	3.217962312	3.26802058	7.080931689	16.61666667
ECOAH3	31.38604361	6.2	32.19348207	4.2	5.841132828	3.26802058	10.33320123	16.61666667
ECOAH3_b	21.61076185	6.2	13.53208413	4.2	3.218443641	3.26802058	7.072001566	16.61666667
ECOAH4	32.01071037	6.2	32.78947865	4.2	5.827644598	3.26802058	9.77626491	16.61666667
ECOAH4_b	21.45694056	6.2	13.65542669	4.2	3.179659931	3.26802058	6.722943103	16.61666667
ECOAH5	31.39498369	6.2	32.19750675	4.2	5.841235063	3.26802058	10.33440281	16.61666667
ECOAH5_b	21.60510531	6.2	13.5315226	4.2	3.218489395	3.26802058	7.071995572	16.61666667
ECOAH6	27.04746806	6.2	24.9864478	4.2	4.236997488	3.26802058	8.506010511	16.61666667
ECOAH6_b	21.82141918	6.2	11.20541252	4.2	2.418356335	3.26802058	6.217379494	16.61666667
ECOAH7	22.92860817	6.2	24.24160584	4.2	4.864676791	3.26802058	8.34924765	16.61666667
ECOAH7_b	22.83640682	6.2	12.8354973	4.2	2.713134742	3.26802058	6.33398178	16.61666667
ECOAH8	26.0003709	6.2	14.64809234	4.2	1.932477105	3.26802058	7.282826403	16.61666667
ECOAH8_b	21.82408828	6.2	11.20575029	4.2	2.418334962	3.26802058	6.217383274	16.61666667
EDA	14.41137579	6.2	2155.669435	4.2	44.1092672	3.26802058	37.43473895	16.61666667
EDD	34.7514592	6.2	92.83055523	4.2	22.88963867	3.26802058	25.57997979	16.61666667
EDTXS1	5.589376176	6.2	6.821223262	6.821223262	6.821223262	6.821223262	131	131
EDTXS2	4.676173473	6.2	3.793857237	3.793857237	3.793857237	3.793857237	30.14169861	16.61666667
EDTXS3	4.890824655	6.2	6.317941523	4.2	3.892001148	3.26802058	20.87136925	16.61666667
EDTXS4	6.113245466	6.2	13.25492259	4.2	4.834386363	3.26802058	32.4596396	16.61666667
EGMEACPR	3.00E-05	3.00E-05	3.00E-05	3.00E-05	2.09E-05	2.09E-05	85.22914581	16.61666667
ENO	24	24	58.18487617	58.18487617	58.18487617	58.18487617	100	100
ENO_b	30.14927372	6.2	68.67362534	4.2	53.81453532	3.26802058	53.06796657	16.61666667
ENTCS	2.825087531	6.2	3.350868349	4.2	1.514259341	3.26802058	5.624465988	16.61666667
ENTERES	8.681609998	6.2	13.59237669	4.2	17.49671706	3.26802058	12.66342145	16.61666667
EPMEACPR	3.00E-05	3.00E-05	3.00E-05	3.00E-05	2.09E-05	2.09E-05	85.22914581	16.61666667
ETHAAL	16.42384338	6.2	71.10553736	4.2	2.959503484	3.26802058	770	770
F1PP	2.75809233	6.2	3.282065811	4.2	1.483335683	3.26802058	5.216910644	16.61666667
F6PA	1.022625566	6.2	5.023733342	4.2	6.249798012	3.26802058	13.54503031	16.61666667
F6PA_b	4.041212444	6.2	11.44296824	4.2	11.29118389	3.26802058	33.24736116	16.61666667
F6PP	5.929635883	6.2	12.01354083	4.2	4.692016578	3.26802058	9.163547587	16.61666667
FA100ACPHi	6.18368846	6.2	32.20225364	4.2	55.65878977	3.26802058	22.52530616	16.61666667
FA120ACPHi	6.18368846	6.2	32.20225364	4.2	55.65878977	3.26802058	22.52530616	16.61666667
FA140ACPHi	6.18368846	6.2	32.20225364	4.2	55.65878977	3.26802058	22.52530616	16.61666667
FA141ACPHi	6.18368846	6.2	32.20225364	4.2	55.65878977	3.26802058	22.52530616	16.61666667
FA160ACPHi	6.18368846	6.2	32.20225364	4.2	55.65878977	3.26802058	22.52530616	16.61666667
FA161ACPHi	6.18368846	6.2	32.20225364	4.2	55.65878977	3.26802058	22.52530616	16.61666667
FA80ACPHi	6.18368846	6.2	32.20225364	4.2	55.65878977	3.26802058	22.52530616	16.61666667
FACOAE100	8.994197613	6.2	13.67852641	4.2	7.344440253	3.26802058	9.566108881	16.61666667
FACOAE120	22	22	22	22	8.209408343	3.26802058	10.13	10.13
FACOAE140	2.948625952	6.2	8.440904008	4.2	3.671227498	3.26802058	8.80268349	16.61666667
FACOAE141	8.994197613	6.2	13.67852641	4.2	7.344440253	3.26802058	9.566108881	16.61666667
FACOAE160	36	36	36	36	11.48934389	3.26802058	13.18657059	16.61666667
FACOAE161	43	43	43	43	10.52333784	3.26802058	12.71433308	16.61666667
FACOAE180	8.994197613	6.2	13.67852641	4.2	7.344440253	3.26802058	9.566108881	16.61666667
FACOAE181	18.2737684	6.2	22.94938663	4.2	8.936187081	3.26802058	11.29312988	16.61666667
FACOAE60	8.994197613	6.2	13.67852641	4.2	7.344440253	3.26802058	9.566108881	16.61666667
FACOAE80	0.002249194	6.2	0.005414259	4.2	0.001362034	3.26802058	1.138461904	16.61666667
FACOAL100t2pp	5.014091926	6.2	7.913770876	4.2	2.189878272	3.26802058	6.257725592	16.61666667
FACOAL120t2pp	5.014091926	6.2	7.913770876	4.2	2.189878272	3.26802058	6.257725592	16.61666667
FACOAL140t2pp	5.014091926	6.2	7.913770876	4.2	2.189878272	3.26802058	6.257725592	16.61666667
FACOAL141t2pp	5.014091926	6.2	7.913770876	4.2	2.189878272	3.26802058	6.257725592	16.61666667
FACOAL160t2pp	5.014091926	6.2	7.913770876	4.2	2.189878272	3.26802058	6.257725592	16.61666667
FACOAL161t2pp	5.014091926	6.2	7.913770876	4.2	2.189878272	3.26802058	6.257725592	16.61666667
FACOAL180t2pp	5.014091926	6.2	7.913770876	4.2	2.189878272	3.26802058	6.257725592	16.61666667
FACOAL181t2pp	5.014091926	6.2	7.913770876	4.2	2.189878272	3.26802058	0.029	0.029
FACOAL60t2pp	5.014091926	6.2	7.913770876	4.2	2.189878272	3.26802058	6.257725592	16.61666667
FACOAL80t2pp	5.014091926	6.2	7.913770876	4.2	2.189878272	3.26802058	6.257725592	16.61666667
FADRx	303	303	303	303	0.088143197	0.088143197	0.07	0.07
FADRx2	28.79688887	6.2	16.71443883	4.2	13.29396427	3.26802058	19.94015467	16.61666667
FALDH2	4.581543472	6.2	4.877865051	4.2	2.692814651	3.26802058	15.78069014	16.61666667
FALDH2_b	5.759981512	6.2	5.763322291	4.2	2.672188458	3.26802058	8.41957479	16.61666667
FBA	36.71394352	6.2	103.561878	4.2	63.41631255	3.26802058	10.5	10.5
FBA3	4	4	29.27114838	29.27114838	29.27114838	29.27114838	10.70004439	16.61666667
FBA3_b	5.340358714	6.2	27.24301671	4.2	6.44720126	3.26802058	17.32537805	16.61666667
FBA_b	19.48859889	6.2	50.64561474	4.2	42.12003613	3.26802058	32.87135152	16.61666667
FBP	93.15174852	6.2	157.8598846	4.2	104.9078263	3.26802058	5.7	5.7
FCI	6.314027817	6.2	7.540829568	4.2	2.646269332	3.26802058	11.48553328	16.61666667
FCI_b	6.314027817	6.2	7.540829568	4.2	2.646269332	3.26802058	11.48553328	16.61666667
FCLK	5.385898946	6.2	6.556921638	4.2	2.906710176	3.26802058	13.16838977	16.61666667
FCLPA	4.694015442	6.2	8.361589487	4.2	3.027815818	3.26802058	19.3	19.3
FCLPA_b	4.290901098	6.2	7.967590972	4.2	2.841457491	3.26802058	19.3	19.3
FCLT	2.840344415	6.2	1.301034679	1.301034679	1.301034679	1.301034679	6.307434619	16.61666667
FDH4pp	136.2734084	6.2	76.98491714	4.2	25.79707365	3.26802058	42.55208877	16.61666667
FDH5pp	0.575514956	6.2	3.150435036	4.2	0.00854982	3.26802058	0.18376528	16.61666667
FDMO	5.549766308	6.2	6.290879649	4.2	2.330452728	3.26802058	22.02615339	16.61666667
FDMO2	5.549766308	6.2	6.290879649	4.2	2.330452728	3.26802058	22.02615339	16.61666667
FDMO3	5.549766308	6.2	6.290879649	4.2	2.330452728	3.26802058	22.02615339	16.61666667
FDMO4	5.549766308	6.2	6.290879649	4.2	2.330452728	3.26802058	22.02615339	16.61666667
FDMO6	5.549766308	6.2	6.290879649	4.2	2.330452728	3.26802058	22.02615339	16.61666667
FE3DCITR5	10.69212599	6.2	16.46148865	4.2	4.112798173	3.26802058	7.755017784	16.61666667
FE3DHBZS3R	4.178208476	6.2	5.798906774	4.2	3.665524304	3.26802058	7.873742056	16.61666667
FE3HOXR1	5.033260111	6.2	14.13257895	4.2	3.4875406	3.26802058	10.06249517	16.61666667
FE3HOXR2	5.033260111	6.2	14.13257895	4.2	3.4875406	3.26802058	10.06249517	16.61666667
FE3HOXR3	5.033260111	6.2	14.13257895	4.2	3.4875406	3.26802058	10.06249517	16.61666667
FE3Ri	6.982575434	6.2	5.261762839	4.2	2.640477769	3.26802058	12.31001398	16.61666667
FECRMR1	5.033260111	6.2	14.13257895	4.2	3.4875406	3.26802058	10.06249517	16.61666667
FECRMR2	5.033260111	6.2	14.13257895	4.2	3.4875406	3.26802058	10.06249517	16.61666667
FECRMR3	5.033260111	6.2	14.13257895	4.2	3.4875406	3.26802058	10.06249517	16.61666667
FEENTERES	5.49743831	6.2	10.89680968	4.2	7.485504618	3.26802058	16.40232465	16.61666667
FEENTERR1	5.033260111	6.2	14.13257895	4.2	3.4875406	3.26802058	10.06249517	16.61666667
FEENTERR2	5.033260111	6.2	14.13257895	4.2	3.4875406	3.26802058	10.06249517	16.61666667
FEENTERR3	5.033260111	6.2	14.13257895	4.2	3.4875406	3.26802058	10.06249517	16.61666667
FEENTERR4	4.178208476	6.2	5.798906774	4.2	3.665524304	3.26802058	7.873742056	16.61666667
FEOXAMR1	5.193718183	6.2	7.12301822	4.2	3.847276219	3.26802058	19.25866561	16.61666667
FEOXAMR2	5.193718183	6.2	7.12301822	4.2	3.847276219	3.26802058	19.25866561	16.61666667
FEOXAMR3	5.193718183	6.2	7.12301822	4.2	3.847276219	3.26802058	19.25866561	16.61666667
FEROpp	2.764593835	6.2	3.283958096	4.2	1.484246268	3.26802058	5.06728816	16.61666667
FESR	3.181118029	6.2	4.942637431	4.942637431	4.942637431	4.942637431	16.58219264	16.61666667
FFSD	7.379503994	6.2	22.64703417	4.2	21.87028232	3.26802058	13.94801967	16.61666667
FHL	25.82599364	6.2	6.752372383	4.2	2.524572303	3.26802058	48.75115917	16.61666667
FLDR2	5.87207277	6.2	11.48007257	4.2	9.038623784	3.26802058	48.36045337	16.61666667
FLVR	4.520028752	6.2	4.648630275	4.2	2.220599317	3.26802058	13.41642581	16.61666667
FLVRx	6.47869201	6.2	6.272750246	4.2	2.307180212	3.26802058	7.633066226	16.61666667
FMETTRS	5.760042456	6.2	12.8197036	4.2	7.098511645	3.26802058	17.35271477	16.61666667
FMNAT	0.09	0.09	0.09	0.09	0.086317844	0.086317844	6.446877212	16.61666667
FMNRx	5.563321565	6.2	5.980580424	4.2	2.3870034	3.26802058	8.721328331	16.61666667
FMNRx2	4.105849539	6.2	5.60790272	4.2	2.274050386	3.26802058	28.85590499	16.61666667
FOMETRi	3.380258555	6.2	6.104949117	4.2	3.875567231	3.26802058	22.33657636	16.61666667
FORCT	5.615915184	6.2	12.07846087	4.2	3.793627529	3.26802058	10.88928187	16.61666667
FORCT_b	5.615915184	6.2	12.07846087	4.2	3.793627529	3.26802058	10.88928187	16.61666667
FRD2	22.93673632	6.2	48.80465839	4.2	7.853937047	3.26802058	15.95526555	16.61666667
FRD3	20.5414077	6.2	37.36561635	4.2	4.975754785	3.26802058	12.2504429	16.61666667
FRUK	162.2014865	6.2	219.871561	4.2	63.07576328	3.26802058	1.4	1.4
FRULYSDG	6.85036915	6.2	47.16133881	4.2	10.78971478	3.26802058	13.21391139	16.61666667
FRULYSDG_b	6.320307136	6.2	9.991405219	4.2	3.768395025	3.26802058	11.69443998	16.61666667
FRULYSE	6.352301356	6.2	8.264880935	4.2	3.410595321	3.26802058	49.35475749	16.61666667
FRULYSE_b	6.352301356	6.2	8.264880935	4.2	3.410595321	3.26802058	49.35475749	16.61666667
FRULYSK	4.877281633	6.2	7.119845419	4.2	3.417939073	3.26802058	13.25432763	16.61666667
FTHFD	19.21816682	6.2	55.61132618	4.2	46.06887368	3.26802058	33.56145381	16.61666667
FTHFLi	6.033546775	6.2	12.08832573	4.2	6.00764056	3.26802058	8.484066334	16.61666667
FUM	106.4796419	6.2	438.0128223	4.2	92.33495827	3.26802058	310	310
FUM_b	5.404166968	6.2	9.617145346	4.2	4.476000242	3.26802058	1150	1150
G1PACT	16	16	16	16	7.491128736	7.491128736	120	120
G1PP	0.029763136	6.2	0.079767447	4.2	0.05634888	3.26802058	117	117
G1PPpp	6.007192734	6.2	16.30100712	4.2	6.341872104	3.26802058	117	117
G1PTT	6.23897623	6.2	7.677907952	4.2	3.248887181	3.26802058	154	154
G1SAT	0.09	0.09	0.168924502	0.168924502	0.168924502	0.168924502	7.68719168	16.61666667
G1SAT_b	5.935280418	6.2	6.683396855	4.2	3.013023174	3.26802058	9.875634753	16.61666667
G2PP	8.44203844	6.2	67.44058723	4.2	45.26526702	3.26802058	2.9	2.9
G2PPpp	4.580618224	6.2	21.00172099	4.2	4.22643648	3.26802058	2.9	2.9
G3PAT120	5.271378509	6.2	34.71855119	4.2	2.57193296	3.26802058	7.377279794	16.61666667
G3PAT140	5.271378509	6.2	34.71855119	4.2	2.57193296	3.26802058	7.377279794	16.61666667
G3PAT141	5.271378509	6.2	34.71855119	4.2	2.57193296	3.26802058	7.377279794	16.61666667
G3PAT160	5.627450653	6.2	49.40637444	4.2	2.853299143	3.26802058	8.005049992	16.61666667
G3PAT161	5.328830509	6.2	37.41750532	4.2	2.619723389	3.26802058	7.519575621	16.61666667
G3PAT180	5.271378509	6.2	34.71855119	4.2	2.57193296	3.26802058	7.377279794	16.61666667
G3PAT181	3.180789542	6.2	8.469914582	4.2	2.180276833	3.26802058	6.897162882	16.61666667
G3PD2	33.70810271	6.2	108.5880278	4.2	82.32509189	3.26802058	32.49232697	16.61666667
G3PD2_b	34	34	42.97260944	42.97260944	42.97260944	42.97260944	15.96511406	16.61666667
G3PD5	13.97253577	6.2	17.69861822	4.2	2.686021472	3.26802058	33.3	33.3
G3PD6	20.30203598	6.2	39.14907716	4.2	2.589234019	3.26802058	33.3	33.3
G3PD7	20.30203598	6.2	39.14907716	4.2	2.589234019	3.26802058	25.89089404	16.61666667
G3PT	6.815590188	6.2	17.74300033	4.2	6.879608461	3.26802058	24.60741418	16.61666667
G5SD	14	14	14	14	9.681924741	9.681924741	1	1
G6PDA	4.462849949	6.2	15.56712187	4.2	9.202576579	3.26802058	1800	1800
G6PDH2r	155	155	163.6787298	163.6787298	163.6787298	163.6787298	42.54664172	16.61666667
G6PDH2r_b	5.66095877	6.2	12.34592654	4.2	7.322025999	3.26802058	9.399729662	16.61666667
G6PP	0.001026785	6.2	0.002081155	4.2	0.001408525	3.26802058	10	10
GAL1PPpp	7.250822585	6.2	10.21311347	4.2	7.099828937	3.26802058	13.70320845	16.61666667
GALCTD	13.3807737	6.2	7.732729145	4.2	2.862614324	3.26802058	69.70788365	16.61666667
GALCTLO	4.065702486	6.2	5.646943811	4.2	2.881792949	3.26802058	20.62759858	16.61666667
GALCTND	4.710798206	6.2	12.08178074	4.2	3.347426525	3.26802058	8.174840071	16.61666667
GALKr	39.94015663	6.2	86.8866356	4.2	29.48691217	3.26802058	23.01499277	16.61666667
GALKr_b	10.25694548	6.2	11.49504079	4.2	10.22031896	3.26802058	18.44998192	16.61666667
GALM2pp	4.930231018	6.2	9.360975101	4.2	5.711800505	3.26802058	7.739271624	16.61666667
GALS3	11.47181441	6.2	14.44470351	4.2	26.39078169	3.26802058	12.03495365	16.61666667
GALT1	3.749636307	6.2	9.122472538	9.122472538	9.122472538	9.122472538	34.55165678	16.61666667
GALUi	6.934427887	6.2	1.309005728	1.309005728	1.309005728	1.309005728	11.58136992	16.61666667
GAPD	29	29	35.76496142	35.76496142	35.76496142	35.76496142	268	268
GAPD_b	38.5180149	6.2	70.03812608	4.2	31.49729361	3.26802058	34.99096165	16.61666667
GAPP	7.526501569	6.2	34.22951715	4.2	12.69453005	3.26802058	16.77231546	16.61666667
GARFT	112	112	112	112	57.16620355	57.16620355	13.5	13.5
GARFT_b	11.9401667	6.2	23.67548107	4.2	13.4584911	3.26802058	6.821997495	16.61666667
GART	0.12	0.12	0.12	0.12	6.381109192	3.26802058	37.6	37.6
GCALDD	0.02	0.02	0.042906011	0.042906011	0.042906011	0.042906011	1.8	1.8
GDMANE	5.432729876	6.2	5.849797593	4.2	2.644533243	3.26802058	15.19882567	16.61666667
GDPDPK	7.452713211	6.2	5.846790846	4.2	2.457913897	3.26802058	14.20875298	16.61666667
GDPMNH	4.74826447	6.2	6.193007691	4.2	3.105539074	3.26802058	14.45957674	16.61666667
GDPMNP	5.883110343	6.2	12.22996558	4.2	16.35714115	3.26802058	18.12978003	16.61666667
GDPTPDP	14.65249218	6.2	8.699014831	4.2	3.524073243	3.26802058	51.79955237	16.61666667
GF6PTA	2.2	2.2	2.2	2.2	2.021825703	2.021825703	14.41666667	14.41666667
GGGABADr	5.148019457	6.2	5.514420244	4.2	2.886939271	3.26802058	23.33591949	16.61666667
GGGABADr_b	4.589544002	6.2	4.951795874	4.2	2.285701381	3.26802058	26.07691505	16.61666667
GGGABAH	10.63998336	6.2	16.79693925	4.2	4.619978831	3.26802058	20.04853465	16.61666667
GGPTRCO	6.125857004	6.2	11.81515701	4.2	4.32029267	3.26802058	23.59580892	16.61666667
GGPTRCS	4.593262962	6.2	5.048817211	4.2	2.435124877	3.26802058	5.94	5.94
GHBDHx	5.499234142	6.2	6.453095234	4.2	2.477119228	3.26802058	11.77568495	16.61666667
